crew_roster_id,flight_id,aircraft_id,crew_id,crew_role,duty_start_time,duty_end_time,base_airport,duty_status
CR0000650,FL0001920,AC00068,CREW1197,First Officer,2026-05-15 11:10:32,2026-05-15 19:56:32,CCU,Assigned
CR0000651,FL0000118,AC00070,CREW1537,Cabin Manager,2026-04-03 03:18:24,2026-04-03 13:31:24,DXB,Completed
CR0000652,FL0000863,AC00048,CREW1144,Maintenance Observer,2026-04-07 19:06:06,2026-04-08 03:49:06,NRT,Completed
CR0000653,FL0000270,AC00016,CREW1464,Maintenance Observer,2026-04-23 10:21:31,2026-04-23 13:37:31,KUL,Assigned
CR0000654,FL0000957,AC00045,CREW1160,Cabin Manager,2026-02-05 23:20:03,2026-02-06 06:40:03,BOM,Assigned
CR0000655,FL0001558,AC00035,CREW1613,Captain,2026-05-12 12:22:41,2026-05-13 01:48:41,LKO,Completed
CR0000656,FL0000215,AC00013,CREW1593,Maintenance Observer,2026-06-08 01:08:45,2026-06-08 06:38:45,CDG,Completed
CR0000657,FL0001460,AC00058,CREW1178,Cabin Crew,2026-02-21 08:50:21,2026-02-21 13:27:21,NRT,Completed
CR0000658,FL0001864,AC00043,CREW1606,Cabin Manager,2026-02-22 23:54:38,2026-02-23 11:28:38,SYD,Standby
CR0000659,FL0000083,AC00016,CREW1334,Cabin Manager,2026-06-11 18:16:03,2026-06-11 23:02:03,LHR,Assigned
CR0000660,FL0001818,AC00075,CREW1633,Maintenance Observer,2026-01-07 14:10:11,2026-01-07 16:41:11,DEL,Completed
CR0000661,FL0000985,AC00026,CREW1128,First Officer,2026-05-02 22:14:07,2026-05-03 09:54:07,KUL,Standby
CR0000662,FL0000277,AC00074,CREW1716,Maintenance Observer,2026-06-04 06:03:06,2026-06-04 17:38:06,HYD,Completed
CR0000663,FL0000207,AC00070,CREW1395,Maintenance Observer,2026-01-17 14:45:30,2026-01-17 20:27:30,FRA,Assigned
CR0000664,FL0001481,AC00062,CREW1563,Cabin Crew,2026-02-02 05:49:49,2026-02-02 11:45:49,HYD,Completed
CR0000665,FL0000902,AC00001,CREW1070,Captain,2026-02-19 19:14:10,2026-02-20 05:42:10,KUL,Completed
CR0000666,FL0001317,AC00038,CREW1409,Cabin Manager,2026-06-06 11:49:12,2026-06-06 20:57:12,HYD,Completed
CR0000667,FL0001117,AC00013,CREW1026,Cabin Manager,2026-04-13 02:35:46,2026-04-13 07:23:46,SIN,Completed
CR0000668,FL0000173,AC00008,CREW1763,First Officer,2026-04-29 03:40:49,2026-04-29 14:53:49,KUL,Completed
CR0000669,FL0001166,AC00075,CREW1456,Maintenance Observer,2026-04-07 02:58:24,2026-04-07 13:42:24,SIN,Completed
CR0000670,FL0001932,AC00016,CREW1762,Captain,2026-05-27 15:57:45,2026-05-28 02:22:45,JFK,Completed
CR0000671,FL0000358,AC00031,CREW1451,Cabin Crew,2026-04-06 18:40:02,2026-04-07 00:05:02,IST,Completed
CR0000672,FL0000702,AC00035,CREW1040,Cabin Crew,2026-02-27 17:01:36,2026-02-27 22:17:36,LHR,Completed
CR0000673,FL0001502,AC00006,CREW1777,Maintenance Observer,2026-06-10 19:40:30,2026-06-11 00:32:30,MAD,Completed
CR0000674,FL0001905,AC00031,CREW1063,Captain,2026-01-12 20:44:28,2026-01-12 22:54:28,AMS,Completed
CR0000675,FL0001460,AC00058,CREW1614,First Officer,2026-02-21 08:50:21,2026-02-21 13:27:21,NRT,Assigned
CR0000676,FL0000304,AC00005,CREW1626,Cabin Manager,2026-02-16 10:30:22,2026-02-16 17:35:22,DXB,Completed
CR0000677,FL0000253,AC00020,CREW1231,Maintenance Observer,2026-06-08 16:55:21,2026-06-08 18:50:21,DEL,Assigned
CR0000678,FL0001393,AC00043,CREW1497,Captain,2026-03-17 08:50:44,2026-03-17 10:58:44,GOI,Completed
CR0000679,FL0001637,AC00061,CREW1192,Captain,2026-03-08 02:11:57,2026-03-08 08:02:57,BLR,Completed
CR0000680,FL0000156,AC00077,CREW1384,Cabin Crew,2026-02-19 12:16:49,2026-02-19 23:09:49,MAD,Assigned
CR0000681,FL0000738,AC00009,CREW1665,Maintenance Observer,2026-02-13 05:23:16,2026-02-13 08:50:16,NRT,Completed
CR0000682,FL0001873,AC00017,CREW1439,Cabin Crew,2026-04-03 23:29:02,2026-04-04 11:36:02,ZRH,Completed
CR0000683,FL0000866,AC00054,CREW1660,Maintenance Observer,2026-02-02 16:13:32,2026-02-02 21:10:32,SYD,Completed
CR0000684,FL0000469,AC00068,CREW1077,Cabin Crew,2026-05-21 03:01:13,2026-05-21 08:56:13,YYZ,Completed
CR0000685,FL0001706,AC00010,CREW1417,Cabin Manager,2026-05-09 21:00:20,2026-05-09 23:14:20,PAT,Completed
CR0000686,FL0000762,AC00056,CREW1267,Maintenance Observer,2026-02-19 01:10:56,2026-02-19 06:15:56,SYD,Standby
CR0000687,FL0001532,AC00022,CREW1754,Cabin Crew,2026-01-17 10:29:56,2026-01-17 18:26:56,DXB,Completed
CR0000688,FL0000968,AC00049,CREW1563,Captain,2026-05-07 07:13:00,2026-05-07 15:18:00,CDG,Assigned
CR0000689,FL0000729,AC00046,CREW1224,Cabin Crew,2026-02-03 15:11:25,2026-02-03 18:56:25,BBI,Completed
CR0000690,FL0001312,AC00002,CREW1344,First Officer,2026-06-25 23:15:59,2026-06-26 11:37:59,DEL,Completed
CR0000691,FL0001934,AC00075,CREW1530,Maintenance Observer,2026-02-20 23:52:51,2026-02-21 11:13:51,SYD,Assigned
CR0000692,FL0000929,AC00072,CREW1606,First Officer,2026-03-25 00:16:19,2026-03-25 08:00:19,SIN,Assigned
CR0000693,FL0000004,AC00040,CREW1785,Cabin Manager,2026-05-15 03:17:29,2026-05-15 08:25:29,ZRH,Completed
CR0000694,FL0001067,AC00012,CREW1307,Cabin Manager,2026-01-26 10:15:08,2026-01-26 20:51:08,PNQ,Completed
CR0000695,FL0000370,AC00028,CREW1362,Cabin Manager,2026-02-11 00:47:24,2026-02-11 10:40:24,AMD,Completed
CR0000696,FL0001227,AC00064,CREW1158,First Officer,2026-03-21 06:59:58,2026-03-21 08:51:58,IXR,Completed
CR0000697,FL0001100,AC00041,CREW1053,Maintenance Observer,2026-04-18 08:09:28,2026-04-18 19:40:28,FRA,Completed
CR0000698,FL0000820,AC00050,CREW1018,Captain,2026-02-01 01:05:40,2026-02-01 13:07:40,SFO,Assigned
CR0000699,FL0001948,AC00049,CREW1569,Maintenance Observer,2026-04-07 04:27:52,2026-04-07 16:03:52,AMD,Completed
CR0000700,FL0000400,AC00069,CREW1100,Cabin Manager,2026-05-19 18:09:45,2026-05-19 20:16:45,SFO,Completed
CR0000701,FL0001157,AC00027,CREW1491,Captain,2026-01-11 09:37:36,2026-01-11 13:53:36,SFO,Completed
CR0000702,FL0001187,AC00032,CREW1697,Maintenance Observer,2026-05-16 21:30:01,2026-05-17 09:36:01,GOI,Standby
CR0000703,FL0000811,AC00018,CREW1271,Cabin Manager,2026-06-16 09:05:42,2026-06-16 17:26:42,DEL,Completed
CR0000704,FL0000708,AC00046,CREW1647,First Officer,2026-04-08 00:39:10,2026-04-08 06:24:10,AMD,Completed
CR0000705,FL0001567,AC00009,CREW1110,Cabin Crew,2026-05-16 00:34:46,2026-05-16 08:26:46,AMD,Completed
CR0000706,FL0001013,AC00012,CREW1797,Cabin Crew,2026-04-30 07:12:44,2026-04-30 15:02:44,ORD,Sick Leave
CR0000707,FL0000767,AC00006,CREW1588,Cabin Manager,2026-03-13 16:10:51,2026-03-13 22:38:51,LHR,Completed
CR0000708,FL0000612,AC00024,CREW1673,First Officer,2026-01-26 21:43:14,2026-01-27 01:56:14,MAA,Completed
CR0000709,FL0001343,AC00046,CREW1545,Cabin Manager,2026-02-13 07:05:13,2026-02-13 12:27:13,YYZ,Completed
CR0000710,FL0000124,AC00038,CREW1794,Maintenance Observer,2026-01-22 22:05:55,2026-01-23 01:58:55,YYZ,Standby
CR0000711,FL0000908,AC00017,CREW1584,First Officer,2026-01-22 11:47:07,2026-01-22 17:44:07,BOM,Completed
CR0000712,FL0001677,AC00038,CREW1257,First Officer,2026-01-20 03:11:27,2026-01-20 05:47:27,NRT,Completed
CR0000713,FL0001389,AC00004,CREW1760,Maintenance Observer,2026-01-06 18:43:25,2026-01-07 07:08:25,YYZ,Completed
CR0000714,FL0001635,AC00009,CREW1060,First Officer,2026-05-16 10:21:26,2026-05-16 18:57:26,CDG,Assigned
CR0000715,FL0001633,AC00030,CREW1058,Captain,2026-06-27 18:19:06,2026-06-27 23:28:06,AMD,Assigned
CR0000716,FL0001565,AC00054,CREW1412,Cabin Crew,2026-04-29 01:14:56,2026-04-29 15:20:56,HKG,Standby
CR0000717,FL0000769,AC00016,CREW1126,Cabin Manager,2026-05-01 10:42:37,2026-05-01 15:33:37,SIN,Completed
CR0000718,FL0001249,AC00054,CREW1138,Cabin Crew,2026-03-10 19:47:34,2026-03-11 08:21:34,MAA,Assigned
CR0000719,FL0000570,AC00062,CREW1304,First Officer,2026-03-12 22:35:35,2026-03-13 01:16:35,BLR,Standby
CR0000720,FL0000538,AC00005,CREW1238,First Officer,2026-01-25 18:04:42,2026-01-25 22:02:42,MAA,Completed
CR0000721,FL0000392,AC00023,CREW1266,Cabin Manager,2026-01-05 13:25:12,2026-01-05 14:56:12,IST,Completed
CR0000722,FL0000148,AC00028,CREW1530,Maintenance Observer,2026-01-27 15:40:32,2026-01-28 01:12:32,SFO,Standby
CR0000723,FL0001152,AC00073,CREW1755,Cabin Crew,2026-04-26 02:27:22,2026-04-26 09:07:22,ORD,Assigned
CR0000724,FL0001391,AC00077,CREW1443,First Officer,2026-05-20 17:09:25,2026-05-21 08:14:25,YYZ,Assigned
CR0000725,FL0000281,AC00016,CREW1378,Cabin Crew,2026-01-31 01:56:33,2026-01-31 05:36:33,AMS,Standby
CR0000726,FL0000407,AC00071,CREW1534,Captain,2026-06-23 11:03:54,2026-06-23 16:11:54,DOH,Completed
CR0000727,FL0001103,AC00054,CREW1221,First Officer,2026-01-26 09:52:20,2026-01-26 23:37:20,CCU,Assigned
CR0000728,FL0000909,AC00023,CREW1467,First Officer,2026-02-11 14:50:03,2026-02-11 17:50:03,GOI,Assigned
CR0000729,FL0001620,AC00056,CREW1611,First Officer,2026-05-20 02:15:52,2026-05-20 15:31:52,FRA,Completed
CR0000730,FL0000904,AC00011,CREW1454,Maintenance Observer,2026-02-06 13:37:09,2026-02-06 19:48:09,SFO,Completed
CR0000731,FL0001508,AC00075,CREW1183,First Officer,2026-06-12 16:41:34,2026-06-13 00:34:34,MAD,Completed
CR0000732,FL0000514,AC00038,CREW1540,Cabin Manager,2026-05-28 08:52:57,2026-05-28 13:00:57,MAA,Completed
CR0000733,FL0001954,AC00046,CREW1642,Maintenance Observer,2026-01-20 00:45:39,2026-01-20 02:49:39,DEL,Assigned
CR0000734,FL0000249,AC00067,CREW1518,Cabin Manager,2026-02-17 05:55:19,2026-02-17 16:56:19,BOM,Standby
CR0000735,FL0000679,AC00048,CREW1681,Maintenance Observer,2026-04-02 18:04:00,2026-04-03 04:02:00,JFK,Assigned
CR0000736,FL0000289,AC00016,CREW1350,Cabin Crew,2026-02-12 23:18:39,2026-02-13 09:09:39,GOI,Completed
CR0000737,FL0000889,AC00063,CREW1194,Maintenance Observer,2026-01-09 19:26:13,2026-01-10 08:22:13,YYZ,Completed
CR0000738,FL0001083,AC00030,CREW1461,Cabin Crew,2026-01-14 05:21:50,2026-01-14 13:29:50,BLR,Completed
CR0000739,FL0001918,AC00053,CREW1008,Cabin Manager,2026-03-29 19:56:35,2026-03-30 08:55:35,MEL,Completed
CR0000740,FL0000862,AC00070,CREW1203,First Officer,2026-03-20 11:39:11,2026-03-20 17:03:11,AMD,Assigned
CR0000741,FL0000394,AC00041,CREW1571,Cabin Crew,2026-03-12 16:00:28,2026-03-13 00:50:28,BLR,Completed
CR0000742,FL0000701,AC00074,CREW1499,Cabin Crew,2026-04-21 17:01:22,2026-04-22 03:00:22,AUH,Standby
CR0000743,FL0001971,AC00038,CREW1448,Cabin Crew,2026-06-05 02:54:55,2026-06-05 09:56:55,IST,Completed
CR0000744,FL0001363,AC00038,CREW1049,First Officer,2026-02-25 23:49:56,2026-02-26 13:52:56,IST,Standby
CR0000745,FL0000006,AC00059,CREW1663,Cabin Crew,2026-03-09 00:06:05,2026-03-09 05:01:05,BLR,Completed
CR0000746,FL0001412,AC00018,CREW1009,Captain,2026-02-25 08:35:27,2026-02-25 13:21:27,LKO,Completed
CR0000747,FL0001010,AC00018,CREW1594,Maintenance Observer,2026-02-11 10:11:47,2026-02-12 00:18:47,ORD,Assigned
CR0000748,FL0000691,AC00031,CREW1680,Cabin Manager,2026-04-13 05:27:22,2026-04-13 10:04:22,BBI,Completed
CR0000749,FL0001932,AC00016,CREW1184,First Officer,2026-05-27 15:57:45,2026-05-28 02:22:45,JFK,Assigned
CR0000750,FL0001924,AC00072,CREW1290,Maintenance Observer,2026-02-20 04:33:43,2026-02-20 12:47:43,GOI,Assigned
CR0000751,FL0001898,AC00069,CREW1256,Captain,2026-04-24 04:54:35,2026-04-24 15:22:35,CCU,Sick Leave
CR0000752,FL0001051,AC00078,CREW1096,Maintenance Observer,2026-02-13 18:40:03,2026-02-14 08:24:03,PNQ,Standby
CR0000753,FL0001527,AC00061,CREW1080,First Officer,2026-03-12 06:20:52,2026-03-12 19:14:52,IST,Completed
CR0000754,FL0001750,AC00016,CREW1445,Captain,2026-02-18 22:33:04,2026-02-19 03:58:04,BKK,Standby
CR0000755,FL0000127,AC00072,CREW1262,Captain,2026-01-08 03:31:25,2026-01-08 08:29:25,BLR,Completed
CR0000756,FL0000660,AC00074,CREW1609,Cabin Crew,2026-05-08 16:05:05,2026-05-08 20:36:05,NRT,Completed
CR0000757,FL0000087,AC00020,CREW1321,First Officer,2026-02-01 19:33:22,2026-02-02 00:07:22,MEL,Completed
CR0000758,FL0000284,AC00026,CREW1473,Captain,2026-01-23 23:40:57,2026-01-24 05:31:57,HKG,Completed
CR0000759,FL0001386,AC00007,CREW1380,Captain,2026-03-26 23:46:56,2026-03-27 03:23:56,SIN,Completed
CR0000760,FL0000618,AC00030,CREW1451,Cabin Crew,2026-05-26 17:49:07,2026-05-27 00:24:07,KUL,Completed
CR0000761,FL0001888,AC00004,CREW1490,Cabin Manager,2026-05-25 01:02:36,2026-05-25 13:41:36,FRA,Completed
CR0000762,FL0001157,AC00027,CREW1425,Captain,2026-01-11 09:37:36,2026-01-11 13:53:36,SFO,Assigned
CR0000763,FL0001173,AC00068,CREW1762,Cabin Manager,2026-04-13 09:28:37,2026-04-13 19:02:37,KUL,Standby
CR0000764,FL0001717,AC00012,CREW1092,First Officer,2026-06-23 05:59:13,2026-06-23 14:00:13,KUL,Completed
CR0000765,FL0001355,AC00060,CREW1581,Maintenance Observer,2026-06-15 22:16:59,2026-06-16 12:37:59,CCU,Completed
CR0000766,FL0000170,AC00001,CREW1644,Cabin Manager,2026-01-25 22:46:58,2026-01-26 05:07:58,PAT,Assigned
CR0000767,FL0000274,AC00049,CREW1258,Captain,2026-03-12 00:58:50,2026-03-12 11:37:50,BKK,Assigned
CR0000768,FL0001237,AC00074,CREW1780,First Officer,2026-04-14 20:32:24,2026-04-15 00:29:24,PNQ,Standby
CR0000769,FL0001043,AC00047,CREW1224,Cabin Manager,2026-01-25 14:35:57,2026-01-25 16:06:57,YVR,Completed
CR0000770,FL0000094,AC00007,CREW1438,Captain,2026-05-30 04:01:18,2026-05-30 11:03:18,BKK,Completed
CR0000771,FL0001531,AC00013,CREW1732,Cabin Manager,2026-04-14 13:32:32,2026-04-14 17:32:32,BKK,Completed
CR0000772,FL0000243,AC00070,CREW1005,Maintenance Observer,2026-02-22 09:31:34,2026-02-22 13:14:34,AMD,Completed
CR0000773,FL0000760,AC00058,CREW1524,Cabin Crew,2026-01-16 19:50:51,2026-01-17 02:49:51,AMD,Completed
CR0000774,FL0000868,AC00030,CREW1243,Captain,2026-04-22 15:09:17,2026-04-22 17:30:17,SFO,Completed
CR0000775,FL0001098,AC00011,CREW1052,Maintenance Observer,2026-05-10 22:39:12,2026-05-11 02:27:12,GOI,Completed
CR0000776,FL0001896,AC00005,CREW1068,Cabin Manager,2026-02-13 21:09:49,2026-02-14 01:37:49,CCU,Completed
CR0000777,FL0001269,AC00057,CREW1426,Captain,2026-02-07 19:08:07,2026-02-07 23:52:07,KUL,Completed
CR0000778,FL0000207,AC00070,CREW1514,Cabin Crew,2026-01-17 14:45:30,2026-01-17 20:27:30,FRA,Completed
CR0000779,FL0001818,AC00075,CREW1237,Cabin Crew,2026-01-07 14:10:11,2026-01-07 16:41:11,DEL,Completed
CR0000780,FL0001378,AC00038,CREW1541,First Officer,2026-04-23 23:54:31,2026-04-24 08:31:31,IST,Standby
CR0000781,FL0001834,AC00062,CREW1712,Maintenance Observer,2026-03-05 01:41:37,2026-03-05 12:27:37,HKG,Standby
CR0000782,FL0000775,AC00029,CREW1041,Captain,2026-03-05 07:14:05,2026-03-05 15:33:05,SFO,Completed
CR0000783,FL0001467,AC00075,CREW1543,First Officer,2026-04-29 14:22:15,2026-04-29 17:50:15,MEL,Completed
CR0000784,FL0001584,AC00056,CREW1629,Cabin Crew,2026-04-12 23:58:09,2026-04-13 03:32:09,JAI,Completed
CR0000785,FL0001314,AC00012,CREW1092,Maintenance Observer,2026-02-05 16:55:54,2026-02-06 03:31:54,BKK,Assigned
CR0000786,FL0000754,AC00030,CREW1646,Cabin Crew,2026-04-06 15:18:42,2026-04-07 00:11:42,CDG,Completed
CR0000787,FL0001826,AC00032,CREW1580,Cabin Manager,2026-05-31 04:55:56,2026-05-31 13:39:56,DEL,Completed
CR0000788,FL0001262,AC00057,CREW1406,Cabin Manager,2026-05-02 19:25:01,2026-05-02 23:55:01,PNQ,Completed
CR0000789,FL0001608,AC00045,CREW1099,Maintenance Observer,2026-02-10 10:51:17,2026-02-10 16:26:17,LHR,Completed
CR0000790,FL0001361,AC00079,CREW1504,Cabin Manager,2026-04-19 13:55:20,2026-04-19 16:38:20,AMD,Completed
CR0000791,FL0000930,AC00074,CREW1623,Maintenance Observer,2026-02-13 22:37:58,2026-02-14 10:21:58,MAD,Assigned
CR0000792,FL0000903,AC00001,CREW1090,Cabin Crew,2026-05-18 16:58:55,2026-05-18 19:48:55,HKG,Completed
CR0000793,FL0000609,AC00011,CREW1041,First Officer,2026-02-25 07:09:01,2026-02-25 12:31:01,IST,Completed
CR0000794,FL0001800,AC00066,CREW1479,Maintenance Observer,2026-04-15 14:41:39,2026-04-15 18:17:39,JFK,Assigned
CR0000795,FL0000958,AC00032,CREW1127,Captain,2026-03-09 02:50:30,2026-03-09 05:10:30,MAD,Completed
CR0000796,FL0000537,AC00076,CREW1335,Cabin Crew,2026-01-02 19:30:06,2026-01-02 21:54:06,MAA,Completed
CR0000797,FL0001441,AC00073,CREW1719,Cabin Manager,2026-03-16 15:13:28,2026-03-16 21:55:28,SFO,Completed
CR0000798,FL0001024,AC00046,CREW1011,Maintenance Observer,2026-05-03 15:40:00,2026-05-04 05:06:00,BOM,Completed
CR0000799,FL0001196,AC00054,CREW1358,First Officer,2026-02-17 13:08:06,2026-02-17 20:35:06,KUL,Standby
CR0000800,FL0000780,AC00002,CREW1074,Maintenance Observer,2026-01-11 18:14:28,2026-01-12 04:50:28,AUH,Completed
CR0000801,FL0000673,AC00008,CREW1352,Captain,2026-05-16 05:06:45,2026-05-16 11:26:45,SYD,Completed
CR0000802,FL0000277,AC00074,CREW1748,Cabin Manager,2026-06-04 06:03:06,2026-06-04 17:38:06,HYD,Completed
CR0000803,FL0000880,AC00015,CREW1518,First Officer,2026-05-27 05:46:04,2026-05-27 14:38:04,KUL,Completed
CR0000804,FL0001674,AC00039,CREW1330,Cabin Manager,2026-04-19 20:58:53,2026-04-20 01:42:53,AMS,Assigned
CR0000805,FL0001971,AC00038,CREW1511,Captain,2026-06-05 02:54:55,2026-06-05 09:56:55,IST,Standby
CR0000806,FL0001467,AC00075,CREW1781,First Officer,2026-04-29 14:22:15,2026-04-29 17:50:15,MEL,Completed
CR0000807,FL0000073,AC00023,CREW1513,Cabin Manager,2026-01-05 23:15:27,2026-01-06 03:24:27,HYD,Completed
CR0000808,FL0000191,AC00050,CREW1592,Cabin Crew,2026-03-22 16:36:02,2026-03-23 04:32:02,BKK,Assigned
CR0000809,FL0000313,AC00076,CREW1025,Cabin Crew,2026-05-09 11:37:52,2026-05-09 22:43:52,DXB,Completed
CR0000810,FL0000436,AC00063,CREW1415,Maintenance Observer,2026-03-29 03:16:17,2026-03-29 09:54:17,ZRH,Completed
CR0000811,FL0000536,AC00018,CREW1653,Cabin Crew,2026-06-09 03:31:35,2026-06-09 08:28:35,DEL,Completed
CR0000812,FL0000124,AC00038,CREW1291,Cabin Manager,2026-01-22 22:05:55,2026-01-23 01:58:55,YYZ,Assigned
CR0000813,FL0001953,AC00054,CREW1714,Captain,2026-04-15 18:52:47,2026-04-15 23:09:47,JFK,Assigned
CR0000814,FL0000386,AC00046,CREW1335,Captain,2026-02-16 12:27:03,2026-02-16 21:38:03,ORD,Standby
CR0000815,FL0000834,AC00012,CREW1771,Maintenance Observer,2026-02-06 09:33:44,2026-02-06 21:51:44,MAA,Completed
CR0000816,FL0001640,AC00002,CREW1100,Captain,2026-04-27 22:08:38,2026-04-28 08:01:38,MAA,Completed
CR0000817,FL0000063,AC00012,CREW1305,Maintenance Observer,2026-06-13 13:19:11,2026-06-13 15:13:11,LHR,Assigned
CR0000818,FL0000137,AC00016,CREW1158,Cabin Crew,2026-02-12 22:43:12,2026-02-13 01:01:12,BBI,Completed
CR0000819,FL0000913,AC00038,CREW1647,Cabin Manager,2026-06-24 15:22:50,2026-06-25 00:07:50,KUL,Assigned
CR0000820,FL0000174,AC00010,CREW1427,Maintenance Observer,2026-06-17 07:02:26,2026-06-17 15:46:26,LKO,Assigned
CR0000821,FL0001376,AC00066,CREW1632,First Officer,2026-03-01 08:01:03,2026-03-01 16:13:03,FRA,Completed
CR0000822,FL0001930,AC00052,CREW1133,First Officer,2026-05-25 20:30:51,2026-05-26 07:44:51,MAA,Completed
CR0000823,FL0000113,AC00057,CREW1569,Cabin Crew,2026-02-18 06:31:24,2026-02-18 20:42:24,BBI,Assigned
CR0000824,FL0000770,AC00035,CREW1531,First Officer,2026-01-05 02:10:15,2026-01-05 03:48:15,YYZ,Completed
CR0000825,FL0001271,AC00034,CREW1192,Cabin Manager,2026-05-19 23:00:40,2026-05-20 08:11:40,HKG,Completed
CR0000826,FL0001742,AC00072,CREW1347,Maintenance Observer,2026-06-02 22:58:50,2026-06-03 03:56:50,BBI,Completed
CR0000827,FL0001881,AC00041,CREW1511,Cabin Manager,2026-02-19 09:22:23,2026-02-19 17:19:23,MAD,Assigned
CR0000828,FL0001091,AC00024,CREW1769,Cabin Manager,2026-03-04 04:02:24,2026-03-04 17:45:24,PNQ,Completed
CR0000829,FL0001444,AC00056,CREW1291,Cabin Manager,2026-03-02 12:27:27,2026-03-02 21:44:27,MAA,Assigned
CR0000830,FL0001791,AC00067,CREW1273,First Officer,2026-01-10 09:21:01,2026-01-10 13:41:01,MAD,Completed
CR0000831,FL0000503,AC00020,CREW1697,Captain,2026-05-04 02:17:23,2026-05-04 11:42:23,COK,Completed
CR0000832,FL0001769,AC00062,CREW1561,Cabin Crew,2026-01-31 17:51:41,2026-01-31 19:56:41,PNQ,Completed
CR0000833,FL0000696,AC00076,CREW1127,Maintenance Observer,2026-04-09 21:51:08,2026-04-10 08:43:08,KUL,Completed
CR0000834,FL0000072,AC00018,CREW1763,Captain,2026-05-15 18:05:48,2026-05-16 04:36:48,KUL,Standby
CR0000835,FL0001429,AC00064,CREW1494,Maintenance Observer,2026-05-22 04:07:34,2026-05-22 07:55:34,MAD,Standby
CR0000836,FL0001885,AC00068,CREW1047,Cabin Manager,2026-01-02 17:37:35,2026-01-03 05:41:35,CCU,Assigned
CR0000837,FL0001730,AC00015,CREW1666,First Officer,2026-05-09 05:29:08,2026-05-09 14:37:08,SFO,Completed
CR0000838,FL0000590,AC00043,CREW1052,Captain,2026-03-09 02:09:43,2026-03-09 15:26:43,ZRH,Completed
CR0000839,FL0001033,AC00019,CREW1080,Maintenance Observer,2026-03-21 19:28:16,2026-03-22 06:38:16,CDG,Completed
CR0000840,FL0000766,AC00014,CREW1063,Cabin Manager,2026-01-16 14:28:45,2026-01-17 02:53:45,ZRH,Completed
CR0000841,FL0001130,AC00039,CREW1746,Maintenance Observer,2026-04-20 19:19:09,2026-04-21 09:02:09,NRT,Assigned
CR0000842,FL0000885,AC00046,CREW1147,Maintenance Observer,2026-05-16 12:53:21,2026-05-16 22:57:21,BKK,Completed
CR0000843,FL0000418,AC00009,CREW1169,Cabin Crew,2026-06-21 16:37:58,2026-06-21 21:34:58,DXB,Completed
CR0000844,FL0000746,AC00060,CREW1265,Maintenance Observer,2026-02-07 09:46:11,2026-02-07 20:39:11,BBI,Completed
CR0000845,FL0001852,AC00037,CREW1466,Cabin Manager,2026-04-20 03:17:37,2026-04-20 05:42:37,BBI,Completed
CR0000846,FL0001916,AC00003,CREW1464,Cabin Manager,2026-06-10 18:23:48,2026-06-11 06:02:48,CDG,Completed
CR0000847,FL0001154,AC00040,CREW1479,First Officer,2026-04-06 07:57:50,2026-04-06 17:03:50,SYD,Completed
CR0000848,FL0001314,AC00012,CREW1629,Cabin Crew,2026-02-05 16:55:54,2026-02-06 03:31:54,BKK,Assigned
CR0000849,FL0000823,AC00014,CREW1563,Cabin Manager,2026-03-21 10:08:57,2026-03-21 19:10:57,PAT,Completed
CR0000850,FL0000435,AC00077,CREW1510,Cabin Crew,2026-03-31 02:08:21,2026-03-31 05:48:21,BOM,Completed
CR0000851,FL0000186,AC00008,CREW1690,Cabin Manager,2026-03-22 13:47:17,2026-03-22 19:25:17,DEL,Completed
CR0000852,FL0001162,AC00061,CREW1680,Maintenance Observer,2026-03-02 11:25:46,2026-03-02 13:09:46,DEL,Assigned
CR0000853,FL0000507,AC00024,CREW1275,Captain,2026-06-25 08:34:58,2026-06-25 13:14:58,AUH,Assigned
CR0000854,FL0001483,AC00030,CREW1271,Cabin Crew,2026-05-07 06:16:13,2026-05-07 08:49:13,MAA,Assigned
CR0000855,FL0000592,AC00057,CREW1028,Maintenance Observer,2026-06-13 21:58:44,2026-06-14 01:48:44,IST,Standby
CR0000856,FL0001025,AC00065,CREW1499,First Officer,2026-01-21 05:14:09,2026-01-21 12:38:09,SIN,Completed
CR0000857,FL0001855,AC00050,CREW1668,First Officer,2026-05-29 14:37:40,2026-05-30 01:11:40,PNQ,Completed
CR0000858,FL0000558,AC00009,CREW1592,First Officer,2026-05-14 21:19:08,2026-05-15 10:12:08,JAI,Completed
CR0000859,FL0000061,AC00063,CREW1054,Cabin Crew,2026-04-14 05:19:15,2026-04-14 08:30:15,HKG,Completed
CR0000860,FL0001636,AC00038,CREW1249,First Officer,2026-06-06 10:11:20,2026-06-06 12:02:20,PAT,Completed
CR0000861,FL0001536,AC00046,CREW1381,Cabin Crew,2026-06-16 17:33:31,2026-06-17 04:21:31,IST,Standby
CR0000862,FL0000370,AC00028,CREW1119,Maintenance Observer,2026-02-11 00:47:24,2026-02-11 10:40:24,AMD,Assigned
CR0000863,FL0001593,AC00065,CREW1539,Cabin Manager,2026-03-18 13:09:59,2026-03-18 16:48:59,SFO,Completed
CR0000864,FL0001545,AC00008,CREW1462,Captain,2026-02-16 04:44:25,2026-02-16 08:29:25,FRA,Completed
CR0000865,FL0001032,AC00075,CREW1028,First Officer,2026-01-22 15:29:39,2026-01-22 17:15:39,PNQ,Completed
